School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Lamar,17.58,23.68,41.26,4,1,1
Valle Catholic,21.79,17.02,38.81,2,2,2
Bowling Green,28.03,4.59,32.62,1,8,3
South Shelby,20.57,7.47,28.04,3,6,4
Fair Grove,14.84,9.61,24.45,5,4,5
East Buchanan,6.85,10.97,17.83,10,3,6
Adrian,10.4,4.7,15.09,7,7,7
Lafayette County,12.44,1.77,14.21,6,10,8
Scott City,7.19,0.22,7.41,9,13,9
Lift for Life Academy Charter,-2.26,8.16,5.91,16,5,10
Central (New Madrid County),6.25,-5.87,0.38,11,25,11
St. Michael the Archangel,3.53,-3.79,-0.26,12,23,12
Strafford,-4.96,2.93,-2.02,22,9,13
Butler,-0.82,-2.24,-3.06,13,16,14
Forsyth,7.34,-11.34,-4.0,8,38,15
Liberty (Mountain View),-1.93,-2.4,-4.32,15,17,16
Hermann,-4.33,-0.63,-4.96,20,15,17
Warsaw,-2.66,-2.6,-5.26,17,18,18
Mid-Buchanan,-6.9,1.05,-5.86,25,12,19
Holden,-7.75,-0.13,-7.88,27,14,20
Caruthersville,-1.62,-6.35,-7.97,14,26,21
Monroe City,-3.23,-5.09,-8.31,18,24,22
Clark County,-10.26,1.34,-8.92,32,11,23
Jefferson (Festus),-6.27,-2.89,-9.16,24,21,24
St. Pius X (Festus),-6.99,-2.89,-9.88,26,20,25
Trenton,-4.61,-7.35,-11.95,21,28,26
Brookfield,-9.88,-3.28,-13.16,29,22,27
Montgomery County,-3.81,-9.78,-13.59,19,35,28
South Callaway,-5.08,-8.98,-14.06,23,30,29
Houston,-10.09,-6.52,-16.61,31,27,30
Springfield Catholic,-14.41,-2.72,-17.13,38,19,31
Diamond,-12.31,-8.37,-20.68,35,29,32
Palmyra,-10.06,-11.0,-21.06,30,37,33
Lawson,-12.13,-9.44,-21.58,34,33,34
El Dorado Springs,-13.46,-9.1,-22.55,37,32,35
Versailles,-9.21,-15.67,-24.87,28,46,36
Sherwood,-16.98,-10.85,-27.83,39,36,37
Lathrop,-19.11,-9.52,-28.62,43,34,38
North Callaway,-21.73,-8.98,-30.71,48,31,39
Kelly,-18.41,-12.64,-31.05,42,40,40
Mark Twain,-18.4,-14.49,-32.9,41,42,41
Priory,-19.19,-14.01,-33.2,44,41,42
Sarcoxie,-13.27,-20.89,-34.15,36,50,43
Hogan Prep Academy Charter,-22.95,-11.54,-34.49,50,39,44
South Harrison,-19.33,-15.38,-34.7,46,45,45
Lexington,-17.09,-17.77,-34.86,40,47,46
Highland,-21.97,-15.36,-37.33,49,44,47
East Prairie,-10.87,-27.22,-38.08,33,51,48
Grandview (Hillsboro),-20.34,-18.07,-38.41,47,48,49
KIPP KC Legacy,-19.26,-19.24,-38.5,45,49,50
Cole Camp,-23.67,-15.15,-38.81,51,43,51
Carrollton,-32.1,-27.27,-59.37,54,52,52
Malden,-24.74,-35.83,-60.57,53,53,53
Willow Springs,-23.97,-44.45,-68.42,52,55,54
Lone Jack with Kingsville,-33.59,-38.38,-71.96,55,54,55
